name,category,rating,rating_num
phloretin,"['Antioxidants', 'Plant Extracts']",Best,3
phosphatidylcholine,"['Skin-Restoring', 'Skin-Replenishing', 'Emollients']",Best,3
phosphatidylethanolamine,"['Emollients', 'Skin-Replenishing']",Best,3
phospholipid,"['Emollients', 'Skin-Replenishing']",Best,3
phosphoric acid,['Uncategorized'],Good,2
photosensitizer,['Uncategorized'],Poor,0
phthalates,['Uncategorized'],Average,1
Phyllanthus emblica fruit extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
physalis angulata extract,"['Antioxidants', 'Skin-Soothing', 'Plant Extracts']",Best,3
phytantriol,['Uncategorized'],Good,2
phytic acid,"['Antioxidants', 'Plant Extracts']",Good,2
phytonadione,['Vitamins'],Good,2
phytosphingosine,"['Preservatives', 'Skin-Replenishing', 'Skin-Restoring']",Best,3
phytosterol,"['Emollients', 'Skin-Replenishing', 'Skin-Soothing']",Best,3
phytosteryl/octyldodecyl lauroyl glutamate,['Emollients'],Best,3
Picea abies extract,"['Skin-Soothing', 'Plant Extracts']",Best,3
pineapple extract,"['Plant Extracts', 'Exfoliant']",Good,2
pinecone extract,['Antioxidants'],Good,2
pine oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Pinus lambertiana wood extract,['Plant Extracts'],Poor,0
Pinus sylvestris extract,['Antioxidants'],Good,2
Piper nigrum,['Plant Extracts'],Poor,0
pistachio seed oil,"['Plant Extracts', 'Emollients']",Good,2
Pistacia vera seed oil,"['Plant Extracts', 'Emollients']",Good,2
Pisum sativum,"['Antioxidants', 'Plant Extracts']",Good,2
plankton extract,['Plant Extracts'],Good,2
plasticizing agents,['Texture Enhancer'],Average,1
plum extract,"['Antioxidants', 'Plant Extracts']",Good,2
plum seed oil,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best,3
Pogostemon cablin,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
poloxamer 184,['Cleansing Agents'],Good,2
Poloxamer 407,['Cleansing Agents'],Good,2
poloxamers,['Cleansing Agents'],Good,2
polyacrylamide,['Texture Enhancer'],Good,2
polyacrylate-17,['Texture Enhancer'],Good,2
polyacrylate crosspolymer,"['Film-Forming Agents', 'Texture Enhancer']",Good,2
polyaminopropyl biguanide,['Preservatives'],Good,2
polybutene,['Texture Enhancer'],Good,2
polyethylene,"['Thickeners/Emulsifiers', 'Emollients', 'Scrub Agents']",Good,2
polyethylene glycol,"['Texture Enhancer', 'Scrub Agents']",Good,2
polyglucuronic acid,['Texture Enhancer'],Good,2
polyglycerol monostearate,"['Texture Enhancer', 'Emollients']",Good,2
polyglyceryl-10 caprylate/caprate,"['Cleansing Agents', 'Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
polyglyceryl-10 dioleate,"['Emulsifiers', 'Hydration']",Good,2
polyglyceryl-10 laurate,"['Emulsifiers', 'Cleansing Agents', 'Skin-Softening']",Good,2
polyglyceryl-10 stearate,"['Cleansing Agents', 'Emollients', 'Emulsifiers']",Good,2
polyglyceryl 2 triisostearate,"['Texture Enhancer', 'Emollients']",Good,2
polyglyceryl-3 beeswax,"['Texture Enhancer', 'Cleansing Agents']",Good,2
polyglyceryl-3 methylglucose distearate,"['Texture Enhancer', 'Emollients']",Good,2
polyglyceryl-3 rice branate,"['Emulsifiers', 'Cleansing Agents']",Best,3
polyglyceryl-4 isostearate,"['Cleansing Agents', 'Emollients']",Good,2
polyglyceryl-6 isostearate,['Emollients'],Good,2
polyglyceryl methacrylate,['Texture Enhancer'],Good,2
polyhydroxy acid,['Exfoliant'],Best,3
polyhydroxystearic acid,['Uncategorized'],Good,2
polyisobutene,['Texture Enhancer'],Good,2
polymer,['Uncategorized'],Good,2
polymethylsilsesquioxane,"['Silicones', 'Emollients', 'Texture Enhancer']",Good,2
polypropylene glycol,['Uncategorized'],Good,2
polyquaternium-10,['Texture Enhancer'],Good,2
polyquaterniums,['Texture Enhancer'],Good,2
polysaccharide,"['Antioxidants', 'Skin-Replenishing']",Best,3
polysilicone-11,"['Silicones', 'Texture Enhancer']",Good,2
polysorbate 20,['Cleansing Agents'],Good,2
polysorbate 60,['Cleansing Agents'],Good,2
polysorbate 80,['Cleansing Agents'],Good,2
polysorbates,['Cleansing Agents'],Good,2
polyvinyl alcohol,['Texture Enhancer'],Average,1
polyvinylpyrrolidone,['Texture Enhancer'],Good,2
pomegranate extract,"['Antioxidants', 'Plant Extracts']",Best,3
Pongamia glabra seed oil,"['Antioxidants', 'Emollients']",Best,3
Poria cocos extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
Porphyridium cruentum extract,['Plant Extracts'],Average,1
Portulaca oleracea extract,"['Skin-Soothing', 'Plant Extracts']",Best,3
potassium,"['Plant Extracts', 'Absorbent']",Good,2
potassium ascorbyl tocopheryl phosphate,"['Antioxidants', 'Vitamins']",Best,3
potassium azeloyl diglycinate,"['Skin-Soothing', 'Antioxidants']",Best,3
potassium cetyl phosphate,['Cleansing Agents'],Good,2
potassium citrate,['Miscellaneous'],Good,2
potassium hydroxide,['Cleansing Agents'],Average,1
potassium myristate,['Cleansing Agents'],Average,1
potassium phosphate,['Uncategorized'],Good,2
potassium sorbate,['Preservatives'],Good,2
PPG-12/SMDI copolymer,['Texture Enhancer'],Good,2
PPG-12 buteth-16,"['Texture Enhancer', 'Cleansing Agents']",Good,2
PPG-14 butyl ether,['Uncategorized'],Good,2
PPG-20 methyl glucose ether,['Uncategorized'],Good,2
PPG-26-Buteth-26,"['Emulsifiers', 'Cleansing Agents']",Good,2
PPG-2-deceth-30,['Uncategorized'],Good,2
PPG-2 myristyl ether propionate,['Texture Enhancer'],Good,2
PPG-3 benzyl ether myristate,['Emollients'],Good,2
preservatives,['Preservatives'],Good,2
proline,"['Antioxidants', 'Skin-Replenishing']",Good,2
propanediol,['Uncategorized'],Good,2
propolis,"['Skin-Soothing', 'Antioxidants']",Good,2
propylene carbonate,['Texture Enhancer'],Good,2
propylene glycol,['Texture Enhancer'],Good,2
propylene glycol dicaprylate/dicaprate,['Uncategorized'],Good,2
propylene glycol isostearate,"['Texture Enhancer', 'Emollients']",Good,2
propylene glycol laurate,['Emollients'],Good,2
propylene glycol stearate,['Texture Enhancer'],Good,2
propyl gallate,['Antioxidants'],Best,3
propylparaben,['Preservatives'],Good,2
Prunella vulgaris,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Average,1
Prunus americana,"['Antioxidants', 'Plant Extracts']",Good,2
Prunus amygdalus dulcis,"['Plant Extracts', 'Emollients']",Good,2
Prunus armeniaca,"['Plant Extracts', 'Emollients']",Good,2
Prunus domestica seed extract,"['Antioxidants', 'Plant Extracts']",Good,2
Prunus domestica seed oil,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best,3
Prunus dulcis,['Emollients'],Good,2
Prunus serotina (wild cherry) fruit extract,"['Antioxidants', 'Plant Extracts']",Best,3
Pseudopterogorgia elisabethae,"['Skin-Soothing', 'Antioxidants']",Best,3
Psidium guajava fruit extract,"['Antioxidants', 'Plant Extracts']",Best,3
Pueraria lobata,"['Antioxidants', 'Plant Extracts']",Best,3
pullulan,"['Antioxidants', 'Texture Enhancer']",Good,2
pumpkin,"['Antioxidants', 'Plant Extracts']",Best,3
pumpkin seed extract,"['Antioxidants', 'Skin-Replenishing', 'Texture Enhancer', 'Emollients']",Best,3
Punica granatum extract,"['Antioxidants', 'Plant Extracts']",Best,3
purified water,['Uncategorized'],Good,2
PVM/MA decadiene crosspolymer,['Texture Enhancer'],Good,2
PVP,['Texture Enhancer'],Good,2
PVP/dimethylaminoethylmethacrylate,['Texture Enhancer'],Good,2
PVP copolymer,['Texture Enhancer'],Good,2
pycnogenol,"['Antioxidants', 'Plant Extracts']",Good,2
pyridoxine hydrochloride (HCL),"['Antioxidants', 'Vitamins']",Good,2
Pyrus cydonia,"['Plant Extracts', 'Texture Enhancer']",Poor,0
Pyrus malus (apple) fruit extract,"['Skin-Restoring', 'Plant Extracts', 'Texture Enhancer']",Good,2
quaternium-15,['Preservatives'],Average,1
quaternium-18 hectorite,['Texture Enhancer'],Good,2
quaternium ammonium compounds,['Uncategorized'],Good,2
quercetin,"['Antioxidants', 'Plant Extracts']",Best,3
quercus,['Plant Extracts'],Poor,0
Quercus infectoria extract,['Plant Extracts'],Poor,0
quillaja extract,['Plant Extracts'],Good,2
quince seed,"['Plant Extracts', 'Texture Enhancer']",Poor,0
quinoa oil,"['Plant Extracts', 'Emollients']",Good,2
rapeseed oil,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best,3
raspberry seed extract,"['Antioxidants', 'Plant Extracts']",Good,2
raspberry seed oil,"['Antioxidants', 'Plant Extracts']",Good,2
red 27 lake,['Coloring Agents/Pigments'],Good,2
red 33,['Coloring Agents/Pigments'],Good,2
red 6 lake,['Coloring Agents/Pigments'],Good,2
red algae,"['Antioxidants', 'Texture Enhancer', 'Emollients', 'Plant Extracts']",Good,2
red clover,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
red raspberry extract,"['Antioxidants', 'Plant Extracts']",Good,2
reducing agent,['Cleansing Agents'],Good,2
resveratrol,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
retinol,"['Antioxidants', 'Vitamins', 'Skin-Restoring']",Best,3
retinyl ascorbate,"['Antioxidants', 'Vitamins']",Best,3
retinyl palmitate,"['Antioxidants', 'Skin-Restoring', 'Vitamins']",Best,3
retinyl retinoate,"['Skin-Restoring', 'Vitamins']",Best,3
Rhodiola rosea root extract,['Antioxidants'],Best,3
riboflavin,['Vitamins'],Average,1
rice bran oil,"['Plant Extracts', 'Emollients']",Good,2
rice oil,"['Plant Extracts', 'Emollients']",Good,2
rice starch,"['Plant Extracts', 'Absorbent']",Good,2
ricinoleate,['Texture Enhancer'],Good,2
Ricinus communis,"['Plant Extracts', 'Emollients']",Good,2
Robinia pseudacacia extract,"['Antioxidants', 'Plant Extracts']",Poor,0
Rosa canina,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good,2
Rosa centifolia,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good,2
Rosa centifolia flower,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good,2
Rosa damascena oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Rosa eglanteria,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good,2
Rosa gallica flower extract,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Rosa mosqueta,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good,2
Rosa roxburghii extract,"['Antioxidants', 'Plant Extracts']",Best,3
Rosa rubiginosa,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good,2
rose flower,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
rose flower oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
rose hip,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good,2
rose hip oil,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good,2
rosemary extract,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Antioxidants']",Good,2
rosemary oil,"['Antioxidants', 'Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
rose oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
rosewood oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Rosmarinus officinalis extract,"['Antioxidants', 'Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
royal jelly,['Uncategorized'],Average,1
Rubus idaeus,"['Antioxidants', 'Plant Extracts']",Good,2
Rubus occidentalis,"['Antioxidants', 'Plant Extracts']",Best,3
Rubus ursinus,"['Antioxidants', 'Plant Extracts']",Good,2
Rubus ursinus x idaeus,"['Antioxidants', 'Plant Extracts']",Best,3
Rubus villoscus,"['Antioxidants', 'Plant Extracts']",Best,3
Ruscus aculeatus,"['Skin-Soothing', 'Plant Extracts']",Average,1
rutin,"['Antioxidants', 'Emollients']",Best,3
saccharide isomerate,"['Emollients', 'Skin-Replenishing']",Good,2
saccharides,['Skin-Replenishing'],Best,3
Saccharomyces calcium ferment,['Miscellaneous'],Average,1
Saccharomyces cerevisiae,['Skin-Replenishing'],Average,1
Saccharomyces copper ferment,['Antioxidants'],Average,1
Saccharomyces iron ferment,['Antioxidants'],Average,1
Saccharomyces lysate,['Antioxidants'],Good,2
Saccharomyces magnesium ferment,['Antioxidants'],Average,1
Saccharomyces manganese ferment,['Antioxidants'],Average,1
Saccharomyces officinarum ferment,['Plant Extracts'],Average,1
Saccharomyces potassium ferment,['Antioxidants'],Average,1
saccharomyces selenium ferment,['Antioxidants'],Good,2
Saccharomyces silicon ferment,['Antioxidants'],Average,1
Saccharomyces zinc ferment,['Antioxidants'],Average,1
safflower seed oil,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best,3
sage extract,"['Plant Extracts', 'Sensitizing']",Average,1
salicin,"['Skin-Soothing', 'Plant Extracts']",Good,2
salicylic acid,"['Skin-Soothing', 'Anti-Acne', 'Exfoliant']",Best,3
Salix alba extract,"['Skin-Soothing', 'Plant Extracts']",Good,2
Salix nigra (willow) bark extract,"['Skin-Soothing', 'Plant Extracts']",Good,2
Salvia hispanica (chia) seed oil,"['Emollients', 'Skin-Replenishing', 'Skin-Restoring']",Best,3
Salvia officinalis,"['Plant Extracts', 'Thickeners/Emulsifiers', 'Cleansing Agents']",Poor,0
Sambucus canadensis,"['Antioxidants', 'Plant Extracts']",Good,2
Sambucus cerulea,"['Antioxidants', 'Plant Extracts']",Good,2
Sambucus nigra,"['Antioxidants', 'Plant Extracts']",Good,2
Sambucus nigra fruit extract,"['Antioxidants', 'Plant Extracts']",Good,2
sandalwood oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
Santalum album seed extract,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Average,1
Sapindus mukurossi peel extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
Saponaria officinalis extract,"['Plant Extracts', 'Cleansing Agents']",Good,2
saponin,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
sarcosine,['Hydration'],Good,2
Sargassum filipendula extract,"['Antioxidants', 'Plant Extracts']",Good,2
sausurrea oil,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Saxifraga sarmentosa extract,['Plant Extracts'],Average,1
sclareolide,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
Sclerocarya birrea,"['Emollients', 'Skin-Replenishing']",Best,3
sclerotium gum,['Thickeners/Emulsifiers'],Good,2
Scutellaria baicalensis extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Good,2
SD alcohol,['Sensitizing'],Poor,0
SD alcohol 40-2,['Sensitizing'],Poor,0
sea buckthorn,"['Antioxidants', 'Plant Extracts']",Good,2
Seamollient,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Emollients']",Good,2
sea salt,"['Scrub Agents', 'Sensitizing']",Average,1
seaweed,"['Antioxidants', 'Plant Extracts', 'Thickeners/Emulsifiers', 'Emollients']",Good,2
sea whip extract,['Skin-Soothing'],Best,3
sebacic acid,['Miscellaneous'],Good,2
selenium,['Antioxidants'],Best,3
Serenoa serrulata extract,"['Skin-Soothing', 'Plant Extracts']",Average,1
sericin,"['Antioxidants', 'Plant Extracts']",Good,2
serine,"['Antioxidants', 'Skin-Replenishing']",Good,2
sesame oil,"['Plant Extracts', 'Emollients']",Good,2
Sesamum indicum,"['Plant Extracts', 'Emollients']",Good,2
sesquioleate,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
shea butter,"['Plant Extracts', 'Emollients', 'Antioxidants']",Best,3
Siegesbeckia orientalis,['Plant Extracts'],Average,1
silanetriol,['Uncategorized'],Good,2
silica,"['Thickeners/Emulsifiers', 'Absorbent']",Good,2
silica dimethyl silylate,"['Silicones', 'Slip Agents']",Good,2
silicate,"['Thickeners/Emulsifiers', 'Absorbent']",Good,2
silicone,"['Silicones', 'Slip Agents', 'Emollients']",Good,2
silk,['Antioxidants'],Good,2
silk powder,"['Absorbent', 'Slip Agents']",Good,2
silk protein,['Antioxidants'],Good,2
siloxane,"['Silicones', 'Slip Agents', 'Emollients']",Good,2
silt,['Absorbent'],Good,2
silver,['Sensitizing'],Poor,0
silver chloride,['Sensitizing'],Average,1
silver tip white tea leaf extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
Silybum marianum extract,"['Plant Extracts', 'Antioxidants']",Best,3
simethicone,"['Silicones', 'Slip Agents']",Good,2
Simmondsia chinensis,"['Plant Extracts', 'Emollients', 'Skin-Replenishing']",Best,3
skin-replenishing ingredients,['Skin-Replenishing'],Best,3
skin-restoring ingredients,"['Antioxidants', 'Skin-Restoring']",Best,3
skullcap extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
slip agent,['Slip Agents'],Good,2
slippery elm bark,"['Skin-Soothing', 'Plant Extracts']",Good,2
soap,"['Cleansing Agents', 'Sensitizing']",Poor,0
soapberry extract,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
soapwort,"['Plant Extracts', 'Cleansing Agents']",Good,2
sodium acetate,['Uncategorized'],Good,2
sodium acrylate/acryloydimethyl taurate copolymer,['Thickeners/Emulsifiers'],Good,2
sodium ascorbate,"['Antioxidants', 'Vitamins']",Best,3
sodium ascorbyl phosphate,"['Skin-Soothing', 'Vitamins', 'Antioxidants']",Best,3
sodium benzoate,['Preservatives'],Good,2
sodium bicarbonate,"['Miscellaneous', 'Scrub Agents']",Good,2
sodium bisulfite,['Sensitizing'],Average,1
sodium borate,['Sensitizing'],Poor,0
sodium C14-16 olefin sulfonate,"['Cleansing Agents', 'Sensitizing']",Poor,0
sodium carbomer,['Film-Forming/Holding Agents'],Good,2
sodium carbonate,"['Absorbent', 'Sensitizing']",Poor,0
sodium carboxymethyl beta-glucan,['Thickeners/Emulsifiers'],Good,2
sodium cetearyl sulfate,['Cleansing Agents'],Good,2
sodium chloride,['Scrub Agents'],Good,2
sodium chondroitin sulfate,['Skin-Replenishing'],Best,3
sodium citrate,"['Antioxidants', 'Preservatives']",Good,2
sodium cocoamphoacetate,['Cleansing Agents'],Good,2
sodium cocoate,"['Cleansing Agents', 'Sensitizing']",Poor,0
sodium cocoyl amino acids,['Cleansing Agents'],Good,2
sodium cocoyl glutamate,['Cleansing Agents'],Good,2
sodium cocoyl glycinate,"['Cleansing Agents', 'Skin-Softening']",Good,2
sodium cocoyl isethionate,['Cleansing Agents'],Good,2
sodium dehydroacetate,['Preservatives'],Good,2
sodium dilauramidoglutamide lysine,"['Emulsifiers', 'Skin-Replenishing']",Good,2
sodium gluconate,"['Skin-Softening', 'Miscellaneous']",Good,2
sodium hexametaphosphate,"['Thickeners/Emulsifiers', 'Preservatives', 'Cleansing Agents']",Good,2
sodium hyaluronate,"['Skin-Replenishing', 'Antioxidants', 'Skin-Restoring']",Best,3
sodium hyaluronate crosspolymer,"['Skin-Replenishing', 'Film-Forming Agents', 'Film-Forming/Holding Agents']",Best,3
sodium hydroxide,"['Cleansing Agents', 'Sensitizing']",Average,1
sodium hydroxymethylglycinate,"['Preservatives', 'Hydration']",Good,2
sodium lactate,['Miscellaneous'],Good,2
sodium lactobionate,['Preservatives'],Average,1
sodium laureth-13 carboxylate,['Cleansing Agents'],Good,2
sodium laureth sulfate,['Cleansing Agents'],Good,2
sodium lauroamphoacetate,['Cleansing Agents'],Good,2
sodium lauroyl lactylate,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good,2
sodium lauroyl oat amino acids,"['Cleansing Agents', 'Skin-Soothing']",Best,3
sodium lauroyl sarcosinate,['Cleansing Agents'],Good,2
sodium lauryl glucose carboxylate,['Cleansing Agents'],Good,2
sodium lauryl sulfate,"['Thickeners/Emulsifiers', 'Cleansing Agents', 'Sensitizing']",Poor,0
sodium metabisulfite,"['Antioxidants', 'Preservatives', 'Sensitizing']",Average,1
sodium methyl cocoyl taurate,['Cleansing Agents'],Good,2
sodium methyl taurate,['Cleansing Agents'],Good,2
sodium myreth sulfate,['Cleansing Agents'],Good,2
sodium palmate,['Cleansing Agents'],Poor,0
sodium palm kernelate,['Cleansing Agents'],Poor,0
sodium PCA,['Skin-Replenishing'],Best,3
sodium PEG-7 olive oil carboxylate,"['Cleansing Agents', 'Emollients']",Good,2
sodium phytate,['Miscellaneous'],Good,2
sodium polyacrylate,"['Thickeners/Emulsifiers', 'Film-Forming/Holding Agents', 'Emollients', 'Absorbent']",Good,2
sodium salicylate,['Miscellaneous'],Average,1
sodium silicate,['Sensitizing'],Poor,0
sodium stearoyl lactylate,"['Emulsifiers', 'Texture Enhancer']",Good,2
sodium sulfite,"['Preservatives', 'Sensitizing']",Average,1
sodium tallowate,"['Miscellaneous', 'Cleansing Agents']",Poor,0
sodium thioglycolate,['Sensitizing'],Poor,0
sodium trideceth sulfate,['Cleansing Agents'],Good,2
Solanum lycopersicum extract,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",Average,1
Solanum tuberosum extract,"['Thickeners/Emulsifiers', 'Texture Enhancer']",Good,2
solvent,['Miscellaneous'],Good,2
Sonojell,"['Skin-Soothing', 'Emollients']",Good,2
soothing agent,['Skin-Soothing'],Best,3
sorbeth-230 tetraoleate,"['Cleansing Agents', 'Emulsifiers', 'Thickeners/Emulsifiers']",Good,2
sorbic acid,['Preservatives'],Good,2
sorbitan laurate,"['Cleansing Agents', 'Emulsifiers']",Good,2
sorbitan oleate,"['Thickeners/Emulsifiers', 'Cleansing Agents']",Good,2
sorbitan olivate,"['Cleansing Agents', 'Emulsifiers']",Good,2
sorbitan sesquioleate,['Thickeners/Emulsifiers'],Good,2
sorbitan stearate,['Thickeners/Emulsifiers'],Good,2
sorbitol,"['Thickeners/Emulsifiers', 'Hydration', 'Slip Agents']",Good,2
soy extract,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
soy isoflavones,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
soy oil,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts', 'Emollients']",Best,3
spearmint oil,"['Plant Extracts', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
SPF,['Miscellaneous'],Best,3
sphingolipids,"['Skin-Restoring', 'Skin-Replenishing']",Best,3
Spiraea ulmaria,"['Skin-Soothing', 'Plant Extracts']",Best,3
spirulina,"['Antioxidants', 'Thickeners/Emulsifiers', 'Plant Extracts', 'Emollients']",Good,2
squalane,"['Hydration', 'Antioxidants', 'Skin-Replenishing', 'Emollients']",Best,3
squalene,"['Antioxidants', 'Skin-Replenishing', 'Emollients']",Best,3
St. John's wort,"['Antioxidants', 'Plant Extracts']",Good,2
star anise,"['Antioxidants', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
steapyrium chloride,['Miscellaneous'],Good,2
stearalkonium chloride,['Miscellaneous'],Good,2
stearalkonium hectorite,['Miscellaneous'],Good,2
stearates,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Good,2
steareth-20,['Cleansing Agents'],Good,2
stearic acid,"['Thickeners/Emulsifiers', 'Emollients', 'Skin-Replenishing']",Good,2
stearyl alcohol,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
stearyl dimethicone,"['Silicones', 'Slip Agents']",Good,2
stearyl glycyrrhetinate,"['Skin-Soothing', 'Plant Extracts']",Best,3
stearyl methicone,"['Silicones', 'Emollients', 'Slip Agents']",Good,2
stearyl stearate,"['Emollients', 'Texture Enhancer']",Good,2
styrax benzoin,['Preservatives'],Poor,0
styrene/acrylates copolymer,['Film-Forming/Holding Agents'],Good,2
sucrose,"['Skin-Replenishing', 'Hydration']",Good,2
sucrose stearate,"['Cleansing Agents', 'Emollients', 'Emulsifiers']",Good,2
sugarcane extract,['Plant Extracts'],Average,1
sulfates,['Cleansing Agents'],Good,2
sulfur,['Sensitizing'],Poor,0
sunflower seed oil,"['Plant Extracts', 'Emollients']",Best,3
sun protection factor,['Miscellaneous'],Best,3
superoxide dismutase,['Antioxidants'],Best,3
surfactant,['Cleansing Agents'],Good,2
sweet almond,"['Emollients', 'Plant Extracts']",Good,2
sweet almond oil,['Emollients'],Good,2
Symphytum officinale extract,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Poor,0
synthetic beeswax,"['Thickeners/Emulsifiers', 'Emollients']",Good,2
synthetic wax,"['Miscellaneous', 'Texture Enhancer']",Good,2
Szechuan peppercorn,"['Plant Extracts', 'Sensitizing']",Poor,0
talc,['Miscellaneous'],Good,2
tallow,['Miscellaneous'],Poor,0
tamanu oil,"['Skin-Soothing', 'Hydration', 'Plant Extracts']",Good,2
Tanacetum parthenium,"['Skin-Soothing', 'Plant Extracts', 'Sensitizing']",Average,1
tangerine oil,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Sensitizing']",Poor,0
tannic acid,['Antioxidants'],Best,3
tapioca starch,"['Thickeners', 'Texture Enhancer']",Good,2
tartaric acid,['Exfoliant'],Best,3
TEA,['Miscellaneous'],Good,2
TEA-lauryl sulfate,"['Thickeners/Emulsifiers', 'Sensitizing', 'Cleansing Agents']",Poor,0
tea tree oil,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good,2
terephthalylidene dicamphor sulfonic acid,['Sunscreen Actives'],Best,3
tetradibutyl pentaerithrityl hydroxyhydrocinnamate,['Antioxidants'],Good,2
tetrahexyldecyl ascorbate,"['Antioxidants', 'Vitamins']",Best,3
tetrahydrobisdemethoxycurcumin,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best,3
tetrahydrobisdemethoxydiferuloylmethane,['Antioxidants'],Best,3
tetrahydrodemethoxycurcumin,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best,3
tetrahydrodemethoxydiferuloylmethane,"['Skin-Soothing', 'Antioxidants']",Best,3
tetrahydrodiferuloylmethane,"['Skin-Soothing', 'Antioxidants']",Best,3
tetrahydromethoxycurcumin,"['Skin-Soothing', 'Antioxidants']",Best,3
tetrahydroxypropyl ethylenediamine,['Miscellaneous'],Good,2
tetrapeptide-30,['Skin-Restoring'],Best,3
tetrasodium EDTA,['Miscellaneous'],Good,2
tetrasodium etidronate,['Miscellaneous'],Good,2
tetrasodium glutamate diacetate,['Miscellaneous'],Good,2
Theobroma cacao seed butter,"['Plant Extracts', 'Emollients']",Best,3
thiamine HCL,['Vitamins'],Good,2
thickening agent,['Thickeners/Emulsifiers'],Good,2
thioctic acid,['Antioxidants'],Best,3
thiodipropionic acid,['Antioxidants'],Average,1
thiotaurine,"['Antioxidants', 'Skin-Replenishing']",Good,2
threonine,"['Antioxidants', 'Skin-Replenishing']",Good,2
thyme extract,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",Average,1
thyme oil,"['Antioxidants', 'Plant Extracts', 'Sensitizing']",Poor,0
thymus hydrolysate,"['Miscellaneous', 'Hydration']",Average,1
Thymus serpillum extract,"['Antioxidants', 'Sensitizing', 'Plant Extracts']",Poor,0
Thymus vulgaris,"['Antioxidants', 'Plant Extracts', 'Sensitizing']",Average,1
Thymus vulgaris oil,"['Antioxidants', 'Sensitizing', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor,0
