,name,link,category,rating
417,                    coconut                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coconut.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Cleansing Agents']",Good
418,                    coconut acid                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/coconut-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
419,                    coconut oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coconut-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best
420,                    cocos nucifera (coconut) fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-softening/cocos-nucifera-coconut-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Softening'],Best
421,                    cocoyl proline                ,https://www.paulaschoice.com/ingredient-dictionary/hydration/cocoyl-proline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Hydration'],Good
422,                    Cocus nucifera                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cocus-nucifera.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best
423,                    Codium tomentosum extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/codium-tomentosum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Texture Enhancer', 'Emollients']",Good
424,                    coenzyme Q10                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/coenzyme-q10.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best
425,                    Coffea arabica (coffee) fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coffea-arabica-coffee-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
426,                    Coffea arabica (coffee) seed oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coffea-arabica-%28coffee%29-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
427,                    Coffea arabica seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coffea-arabica-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
428,                    Cola acuminata seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cola-acuminata-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
429,                    Coleus barbatus                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coleus-barbatus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
430,                    collagen amino acids                ,https://www.paulaschoice.com/ingredient-dictionary/hydration/collagen-amino-acids.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Hydration', 'Skin-Replenishing']",Good
431,                    colloidal oatmeal                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/colloidal-oatmeal.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Soothing'],Best
432,                    colloidal silver                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/colloidal-silver.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Poor
433,                    comfrey extract                ,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/comfrey-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Sensitizing', 'Plant Extracts']",Poor
434,                    Commiphora myrrha extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/commiphora-myrrha-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
435,                    coneflower                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/coneflower.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Good
436,                    Copaifera officinalis                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/copaifera-officinalis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
437,                    Copernicia cerifera wax                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/copernicia-cerifera-wax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer', 'Absorbent']",Good
438,                    copper gluconate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/copper-gluconate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
439,                    copper lysinate/prolinate                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/copper-lysinate%2Fprolinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
440,                    copper PCA                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/copper-pca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
441,                    copper peptides                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/copper-peptides.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
442,                    copper sulfate                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/copper-sulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Average
443,                    Corallina officinalis extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/corallina-officinalis-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients', 'Texture Enhancer']",Good
444,                    coriander                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/coriander.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Good
445,                    cornflower                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/cornflower.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
446,                    cornmint                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cornmint.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
447,                    corn oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/corn-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Best
448,                    cornstarch                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cornstarch.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Absorbent']",Good
449,                    Cornus extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/cornus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good
450,                    Corylus americana                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/corylus-americana.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
451,                    Corylus avellana                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/corylus-avellana.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
452,                    coumarin                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/coumarin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
453,                    cranberry seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/cranberry-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
454,                    cranberry seed oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cranberry-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
455,                    Crataegus monogina extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/crataegus-monogina-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
456,                    creatine                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/creatine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Restoring'],Best
457,                    cucumber extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cucumber-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
458,                    Cucumis melo (melon) fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cucumis-melo-%28melon%29-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
459,                    Cucumis sativus extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cucumis-sativus-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
460,                    Cucurbita pepo seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cucurbita-pepo-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
461,                    Cucurbitea peponis                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cucurbitea-peponis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Fragrance: Synthetic and Fragrant Plant Extracts', 'Plant Extracts', 'Vitamins', 'Skin-Restoring']",Best
462,                    Curcuma longa root                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/curcuma-longa-root.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
463,                    curcumin                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/curcumin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best
464,                    Cyamopsis tetragonoloba                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cyamopsis-tetragonoloba.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",Good
465,                    cyanocobalamin                ,https://www.paulaschoice.com/ingredient-dictionary/vitamins/cyanocobalamin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Vitamins'],Good
466,                    cyclamen aldehyde                ,https://www.paulaschoice.com/ingredient-dictionary/fragrance-synthetic-and-fragrant-plant-extracts/cyclamen-aldehyde.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Fragrance: Synthetic and Fragrant Plant Extracts'],Poor
467,                    cyclohexasiloxane                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/cyclohexasiloxane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
468,                    cyclomethicone                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/cyclomethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
469,                    cyclopentasiloxane                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/cyclopentasiloxane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
470,                    cyclotetrasiloxane                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/cyclotetrasiloxane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
471,                    Cymbopogon citrates                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/cymbopogon-citrates.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
472,                    Cymbopogon martini                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/cymbopogon-martini.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Poor
473,                    cysteine                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/cysteine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
474,                    cystine                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/cystine.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
475,                    D&C                ,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents-pigments/d%26c.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
476,                    D&C colors                ,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents-pigments/d%26c-colors.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
477,                    daisy flower extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/daisy-flower-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
478,                    d-alpha-tocopherol                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/d-alpha-tocopherol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
479,                    Daucus carota                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/daucus-carota.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Poor
480,                    DEA oleth-10 phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/dea-oleth-10-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
481,                    decarboxy carnosine HCL                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/decarboxy-carnosine-hcl.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Skin-Restoring']",Best
482,                    decylene glycol                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/decylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
483,                    decyl glucoside                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/decyl-glucoside.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
484,                    decyl oleate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/decyl-oleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
485,                    dehydroacetic acid                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/dehydroacetic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
486,                    dehydroepiandrosterone                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dehydroepiandrosterone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Average
487,                    deionized/demineralized water                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/deionized%2Fdemineralized-water.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
488,                    denatured alcohol                ,https://www.paulaschoice.com/ingredient-dictionary/sensitizing/denatured-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sensitizing'],Poor
489,                    deoxyribonucleic acid                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/deoxyribonucleic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Average
490,                    detergent cleansing agent                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/detergent-cleansing-agent.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
491,                    deuterium oxide                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/deuterium-oxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Average
492,                    dextran                ,https://www.paulaschoice.com/ingredient-dictionary/skin-replenishing/dextran.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Replenishing'],Good
493,                    dextrin                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/dextrin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
494,                    DHA                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dha.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
495,                    diatomaceous earth                ,https://www.paulaschoice.com/ingredient-dictionary/scrub-agents/diatomaceous-earth.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Scrub Agents'],Average
496,                    diazolidinyl urea                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/diazolidinyl-urea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Average
497,                    dibutyl phthalate                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dibutyl-phthalate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Average
498,                    dicaprylyl carbonate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/dicaprylyl-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
499,                    dicetyl phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/dicetyl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
500,                    diethylhexyl carbonate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/diethylhexyl-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
501,                    diethylhexyl malate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/diethylhexyl-malate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
502,                    diethylhexyl syringylidenemalonate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/diethylhexyl-syringylidenemalonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
503,                    diheptyl succinate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/diheptyl-succinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Best
504,                    dihydrocholeth-30                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/dihydrocholeth-30.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
505,                    dihydroxyacetone                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dihydroxyacetone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
506,                    diisopropyl adipate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/diisopropyl-adipate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
507,                    diisopropyl dimer dilinoleate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/diisopropyl-dimer-dilinoleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
508,                    diisostearoyl trimethylolpropane siloxy silicate                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/diisostearoyl-trimethylolpropane-siloxy-silicate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients']",Good
509,                    diisostearyl dimer dilinoleate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/diisostearyl-dimer-dilinoleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
510,                    diisostearyl malate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/diisostearyl-malate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
511,                    dimer dilinoleyl dimer dilinoleate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/dimer-dilinoleyl-dimer-dilinoleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emollients', 'Texture Enhancer']",Good
512,                    dimethicone                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/dimethicone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients']",Good
513,                    dimethicone/PEG-10/15 crosspolymer                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/dimethicone%2Fpeg-10%2F15-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients']",Good
514,                    dimethicone/vinyl dimethicone crosspolymer                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/dimethicone%2Fvinyl-dimethicone-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Silicones']",Good
515,                    dimethicone copolyol                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/dimethicone-copolyol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients']",Good
516,                    dimethicone crosspolymer                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/dimethicone-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients', 'Silicones']",Good
517,                    dimethiconol                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/dimethiconol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients']",Good
518,                    dimethyl capramide                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dimethyl-capramide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
519,                    dimethyl ether                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dimethyl-ether.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Poor
520,                    dimethyl isosorbide                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/dimethyl-isosorbide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
521,                    dimethyl MEA                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/dimethyl-mea.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Restoring'],Average
522,                    Dioscorea villosa extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/dioscorea-villosa-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
523,                    dipentaerythrityl hexacaprylate/hexacaprate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/dipentaerythrityl-hexacaprylate%2Fhexacaprate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
524,                    dipotassium glycyrrhizate                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/dipotassium-glycyrrhizate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
525,                    dipotassium glycyrrhizinate                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/dipotassium-glycyrrhizinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
526,                    dipotassium phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/dipotassium-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
527,                    di-PPG-3 myristyl ether adipate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/di-ppg-3-myristyl-ether-adipate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
528,                    dipropylene glycol                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/dipropylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
529,                    disodium cocoamphodiacetate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/disodium-cocoamphodiacetate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
530,                    disodium cocoyl glutamate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/disodium-cocoyl-glutamate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
531,                    disodium diglyceryl phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/disodium-diglyceryl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
532,                    disodium EDTA                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/disodium-edta.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
533,                    disodium glyceryl phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/disodium-glyceryl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
534,                    disodium lauraminopropionate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/disodium-lauraminopropionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
535,                    disodium lauriminodipropionate tocopheryl phosphates                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/disodium-lauriminodipropionate-tocopheryl-phosphates.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
536,                    disodium rutinyl disulfate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/disodium-rutinyl-disulfate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Good
537,                    disteardimonium hectorite                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/disteardimonium-hectorite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
538,                    DMAE                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/dmae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Skin-Restoring'],Average
539,                    DMDM hydantoin                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/dmdm-hydantoin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Average
540,                    docosahexaenoic acid                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/docosahexaenoic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
541,                    dog rose                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/dog-rose.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good
542,                    dogwood                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/dogwood.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good
543,                    Dromiceius oil                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/dromiceius-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
544,                    dulse                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/dulse.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Good
545,                    Dunaliella salina extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/dunaliella-salina-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Antioxidants']",Best
546,                    durian                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/durian.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
547,                    Durvillaea antarctica extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/durvillaea-antarctica-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Good
548,                    ecamsule                ,https://www.paulaschoice.com/ingredient-dictionary/sunscreen-actives/ecamsule.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Sunscreen Actives'],Best
549,                    Echium plantagineum seed oil                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/echium-plantagineum-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Best
