,name,link,category,rating
1233,                    Pogostemon cablin                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pogostemon-cablin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Fragrance: Synthetic and Fragrant Plant Extracts']",Poor
1234,                    poloxamer 184                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/poloxamer-184.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1235,                    Poloxamer 407                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/poloxamer-407.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1236,                    poloxamers                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/poloxamers.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1237,                    polyacrylamide                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyacrylamide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1238,                    polyacrylate-17                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyacrylate-17.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1239,                    polyacrylate crosspolymer                ,https://www.paulaschoice.com/ingredient-dictionary/film-forming-agents/polyacrylate-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Film-Forming Agents', 'Texture Enhancer']",Good
1240,                    polyaminopropyl biguanide                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/polyaminopropyl-biguanide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
1241,                    polybutene                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polybutene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1242,                    polyethylene                ,https://www.paulaschoice.com/ingredient-dictionary/thickeners-emulsifiers/polyethylene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Thickeners/Emulsifiers', 'Emollients', 'Scrub Agents']",Good
1243,                    polyethylene glycol                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyethylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Scrub Agents']",Good
1244,                    polyglucuronic acid                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglucuronic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1245,                    polyglycerol monostearate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglycerol-monostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
1246,                    polyglyceryl-10 caprylate/caprate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-10-caprylate-caprate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Thickeners/Emulsifiers', 'Texture Enhancer']",Good
1247,                    polyglyceryl-10 dioleate                ,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/polyglyceryl-10-dioleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Hydration']",Good
1248,                    polyglyceryl-10 laurate                ,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/polyglyceryl-10-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Cleansing Agents', 'Skin-Softening']",Good
1249,                    polyglyceryl-10 stearate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-10-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emollients', 'Emulsifiers']",Good
1250,                    polyglyceryl 2 triisostearate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-2-triisostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
1251,                    polyglyceryl-3 beeswax                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-3-beeswax.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Cleansing Agents']",Good
1252,                    polyglyceryl-3 methylglucose distearate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-3-methylglucose-distearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
1253,                    polyglyceryl-3 rice branate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-3-rice-branate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Cleansing Agents']",Best
1254,                    polyglyceryl-4 isostearate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polyglyceryl-4-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Cleansing Agents', 'Emollients']",Good
1255,                    polyglyceryl-6 isostearate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/polyglyceryl-6-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
1256,                    polyglyceryl methacrylate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyglyceryl-methacrylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1257,                    polyhydroxy acid                ,https://www.paulaschoice.com/ingredient-dictionary/exfoliant/polyhydroxy-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Exfoliant'],Best
1258,                    polyhydroxystearic acid                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/polyhydroxystearic-acid.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1259,                    polyisobutene                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyisobutene.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1260,                    polymer                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/polymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1261,                    polymethylsilsesquioxane                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/polymethylsilsesquioxane.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Emollients', 'Texture Enhancer']",Good
1262,                    polypropylene glycol                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/polypropylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1263,                    polyquaternium-10                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyquaternium-10.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1264,                    polyquaterniums                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyquaterniums.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1265,                    polysaccharide                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/polysaccharide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Best
1266,                    polysilicone-11                ,https://www.paulaschoice.com/ingredient-dictionary/silicones/polysilicone-11.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Silicones', 'Texture Enhancer']",Good
1267,                    polysorbate 20                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbate-20.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1268,                    polysorbate 60                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbate-60.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1269,                    polysorbate 80                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbate-80.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1270,                    polysorbates                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/polysorbates.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1271,                    polyvinyl alcohol                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyvinyl-alcohol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Average
1272,                    polyvinylpyrrolidone                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/polyvinylpyrrolidone.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1273,                    pomegranate extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pomegranate-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1274,                    Pongamia glabra seed oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pongamia-glabra-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients']",Best
1275,                    Poria cocos extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/poria-cocos-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Best
1276,                    Porphyridium cruentum extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/porphyridium-cruentum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Average
1277,                    Portulaca oleracea extract                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/portulaca-oleracea-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts']",Best
1278,                    potassium                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/potassium.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Absorbent']",Good
1279,                    potassium ascorbyl tocopheryl phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/potassium-ascorbyl-tocopheryl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
1280,                    potassium azeloyl diglycinate                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/potassium-azeloyl-diglycinate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best
1281,                    potassium cetyl phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/potassium-cetyl-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1282,                    potassium citrate                ,https://www.paulaschoice.com/ingredient-dictionary/miscellaneous/potassium-citrate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Miscellaneous'],Good
1283,                    potassium hydroxide                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/potassium-hydroxide.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Average
1284,                    potassium myristate                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/potassium-myristate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Average
1285,                    potassium phosphate                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/potassium-phosphate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1286,                    potassium sorbate                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/potassium-sorbate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
1287,                    PPG-12/SMDI copolymer                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ppg-12%2Fsmdi-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1288,                    PPG-12 buteth-16                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ppg-12-buteth-16.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Cleansing Agents']",Good
1289,                    PPG-14 butyl ether                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/ppg-14-butyl-ether.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1290,                    PPG-20 methyl glucose ether                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/ppg-20-methyl-glucose-ether.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1291,                    PPG-26-Buteth-26                ,https://www.paulaschoice.com/ingredient-dictionary/emulsifiers/ppg-26-buteth-26.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Emulsifiers', 'Cleansing Agents']",Good
1292,                    PPG-2-deceth-30                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/ppg-2-deceth-30.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1293,                    PPG-2 myristyl ether propionate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ppg-2-myristyl-ether-propionate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1294,                    PPG-3 benzyl ether myristate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/ppg-3-benzyl-ether-myristate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
1295,                    preservatives                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/preservatives.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
1296,                    proline                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/proline.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing']",Good
1297,                    propanediol                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/propanediol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1298,                    propolis                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/propolis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Good
1299,                    propylene carbonate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-carbonate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1300,                    propylene glycol                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-glycol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1301,                    propylene glycol dicaprylate/dicaprate                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/propylene-glycol-dicaprylate%2Fdicaprate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1302,                    propylene glycol isostearate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-glycol-isostearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Texture Enhancer', 'Emollients']",Good
1303,                    propylene glycol laurate                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/propylene-glycol-laurate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
1304,                    propylene glycol stearate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/propylene-glycol-stearate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1305,                    propyl gallate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/propyl-gallate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
1306,                    propylparaben                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/propylparaben.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Good
1307,                    Prunella vulgaris                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/prunella-vulgaris.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Average
1308,                    Prunus americana                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-americana.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1309,                    Prunus amygdalus dulcis                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/prunus-amygdalus-dulcis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
1310,                    Prunus armeniaca                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/prunus-armeniaca.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
1311,                    Prunus domestica seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-domestica-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1312,                    Prunus domestica seed oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-domestica-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts', 'Emollients']",Best
1313,                    Prunus dulcis                ,https://www.paulaschoice.com/ingredient-dictionary/emollients/prunus-dulcis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Emollients'],Good
1314,                    Prunus serotina (wild cherry) fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/prunus-serotina-wild-cherry-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1315,                    Pseudopterogorgia elisabethae                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/pseudopterogorgia-elisabethae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants']",Best
1316,                    Psidium guajava fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/psidium-guajava-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1317,                    Pueraria lobata                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pueraria-lobata.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1318,                    pullulan                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pullulan.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer']",Good
1319,                    pumpkin                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pumpkin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1320,                    pumpkin seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pumpkin-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Replenishing', 'Texture Enhancer', 'Emollients']",Best
1321,                    Punica granatum extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/punica-granatum-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1322,                    purified water                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/purified-water.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1323,                    PVM/MA decadiene crosspolymer                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvm%2Fma-decadiene-crosspolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1324,                    PVP                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvp.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1325,                    PVP/dimethylaminoethylmethacrylate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvp%2Fdimethylaminoethylmethacrylate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1326,                    PVP copolymer                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/pvp-copolymer.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1327,                    pycnogenol                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pycnogenol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1328,                    pyridoxine hydrochloride (HCL)                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/pyridoxine-hydrochloride-%28hcl%29.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Good
1329,                    Pyrus cydonia                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pyrus-cydonia.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",Poor
1330,                    Pyrus malus (apple) fruit extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/pyrus-malus-apple-fruit-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Plant Extracts', 'Texture Enhancer']",Good
1331,                    quaternium-15                ,https://www.paulaschoice.com/ingredient-dictionary/preservatives/quaternium-15.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Preservatives'],Average
1332,                    quaternium-18 hectorite                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/quaternium-18-hectorite.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1333,                    quaternium ammonium compounds                ,https://www.paulaschoice.com/ingredient-dictionary/uncategorized/quaternium-ammonium-compounds.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Uncategorized'],Good
1334,                    quercetin                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/quercetin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Best
1335,                    quercus                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quercus.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
1336,                    Quercus infectoria extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quercus-infectoria-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Poor
1337,                    quillaja extract                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quillaja-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Plant Extracts'],Good
1338,                    quince seed                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quince-seed.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Texture Enhancer']",Poor
1339,                    quinoa oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/quinoa-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
1340,                    rapeseed oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rapeseed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Emollients', 'Plant Extracts']",Best
1341,                    raspberry seed extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/raspberry-seed-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1342,                    raspberry seed oil                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/raspberry-seed-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1343,                    red 27 lake                ,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents-pigments/red-27-lake.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
1344,                    red 33                ,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents-pigments/red-33.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
1345,                    red 6 lake                ,https://www.paulaschoice.com/ingredient-dictionary/coloring-agents-pigments/red-6-lake.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Coloring Agents/Pigments'],Good
1346,                    red algae                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/red-algae.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Texture Enhancer', 'Emollients', 'Plant Extracts']",Good
1347,                    red clover                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/red-clover.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Antioxidants', 'Plant Extracts']",Good
1348,                    red raspberry extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/red-raspberry-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Good
1349,                    reducing agent                ,https://www.paulaschoice.com/ingredient-dictionary/cleansing-agents/reducing-agent.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Cleansing Agents'],Good
1350,                    resveratrol                ,https://www.paulaschoice.com/ingredient-dictionary/skin-soothing/resveratrol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Soothing', 'Plant Extracts', 'Antioxidants']",Best
1351,                    retinol                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/retinol.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins', 'Skin-Restoring']",Best
1352,                    retinyl ascorbate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/retinyl-ascorbate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Vitamins']",Best
1353,                    retinyl palmitate                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/retinyl-palmitate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Skin-Restoring', 'Vitamins']",Best
1354,                    retinyl retinoate                ,https://www.paulaschoice.com/ingredient-dictionary/skin-restoring/retinyl-retinoate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Skin-Restoring', 'Vitamins']",Best
1355,                    Rhodiola rosea root extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/rhodiola-rose-root-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Antioxidants'],Best
1356,                    riboflavin                ,https://www.paulaschoice.com/ingredient-dictionary/vitamins/riboflavin.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Vitamins'],Average
1357,                    rice bran oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rice-bran-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
1358,                    rice oil                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rice-oil.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
1359,                    rice starch                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/rice-starch.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Absorbent']",Good
1360,                    ricinoleate                ,https://www.paulaschoice.com/ingredient-dictionary/texture-enhancer/ricinoleate.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,['Texture Enhancer'],Good
1361,                    Ricinus communis                ,https://www.paulaschoice.com/ingredient-dictionary/plant-extracts/ricinus-communis.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Plant Extracts', 'Emollients']",Good
1362,                    Robinia pseudacacia extract                ,https://www.paulaschoice.com/ingredient-dictionary/antioxidants/robinia-pseudacacia-extract.html?fdid=ingredient-dictionary&csortb1=name&csortd1=1,"['Antioxidants', 'Plant Extracts']",Poor
